frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
156,1.0,[2053.362511252271 1300.8115356742928 2673.314575367003 1820.067443988251],[2288.5341796875 1622.640380859375 2477.110107421875 1703.568603515625],0.5528539419174194,AP05JEO,0.41669928326711714
156,8.0,[1044.1265709028007 1183.0912213966785 1573.9496347160607 1644.8895314537758],[1227.708251953125 1463.21240234375 1383.6009521484375 1538.2200927734375],0.5375983715057373,KH05ZZK,0.15812587582278448
157,1.0,[2046.9271580713664 1302.550739088951 2668.560231282261 1823.0892365350342],[2284.31103515625 1623.4853515625 2485.8115234375 1705.176025390625],0.5771523118019104,AP05JEO,0.35191201805801514
158,1.0,[2047.184048867742 1306.4887194491403 2669.516130105085 1827.779410114134],[2287.12060546875 1630.1759033203125 2486.24853515625 1708.2725830078125],0.574883759021759,AP05JEQ,0.5804182869785456
158,8.0,[1034.7110506105755 1186.060608065386 1569.6525217931103 1652.89278127936],[1215.5333251953125 1477.9786376953125 1380.80322265625 1550.5631103515625],0.5139124989509583,KH05ZZK,0.7146659929742943
159,1.0,[2046.4274834155785 1310.9877956528771 2670.830166251001 1834.1112129542125],[2282.2802734375 1641.6552734375 2484.004638671875 1720.2313232421875],0.5899754166603088,AP05JEO,0.6267143455831602
159,8.0,[1035.4062269177145 1190.7249576902263 1570.3204867273837 1659.195125560616],[1212.99609375 1481.4559326171875 1380.4639892578125 1557.7713623046875],0.5650079846382141,KH05ZZK,0.5967949405378246
160,1.0,[2056.3975357443346 1314.8465757842841 2674.4170779157944 1838.4716903782992],[2295.31298828125 1641.7635498046875 2486.951171875 1722.9283447265625],0.6143625974655151,AP05JEO,0.24227224019507212
160,8.0,[1034.4776863532134 1194.0575683700124 1570.1492921249705 1664.0709114448366],[1214.3978271484375 1481.417724609375 1379.7919921875 1556.177490234375],0.5706087350845337,KH05ZTK,0.33894048767561374
161,1.0,[2055.262164686327 1319.6608021183197 2673.464846023532 1844.7398256862211],[2280.85986328125 1645.897705078125 2489.86962890625 1726.370361328125],0.5583222508430481,AP05JEO,0.4339538980914641
161,8.0,[1031.9118967268607 1199.850106837761 1568.9793679565103 1669.638218602835],[1212.11181640625 1488.3677978515625 1376.6309814453125 1558.7041015625],0.5434483885765076,KH05ZTV,0.2258009294124982
162,8.0,[1029.3807740626244 1201.0541375286998 1568.6532335085594 1672.837090723419],[1213.6614990234375 1494.6324462890625 1378.3736572265625 1566.3079833984375],0.5897911787033081,KH05ZTK,0.4695451811784649
162,1.0,[2051.931054594806 1325.098421322511 2674.598370962993 1853.3047676823985],[2300.08251953125 1649.477783203125 2484.159912109375 1730.819091796875],0.5380727648735046,AP05JEO,0.37119354945102473
163,8.0,[1024.9187881857847 1205.4145943768328 1568.057625988758 1676.5927731034456],[1214.66650390625 1498.4630126953125 1374.3260498046875 1564.3538818359375],0.5543676614761353,KH05ZTK,0.5937645069436179
163,1.0,[2055.1668732374615 1329.0024549379157 2678.6690760697425 1859.0216265702923],[2309.72265625 1660.836181640625 2481.526123046875 1736.0595703125],0.5092929601669312,AP05JEO,0.6853514834588126
164,1.0,[2060.7241062146604 1333.0149670546616 2683.0163462290957 1866.0054023652442],[2289.9814453125 1674.1817626953125 2485.89111328125 1749.7486572265625],0.5784105062484741,AP05JEO,0.32346307356189946
165,8.0,[1019.7808074381269 1218.8422834943526 1567.79445684571 1691.4709651849498],[1211.318603515625 1510.0330810546875 1370.7379150390625 1582.4813232421875],0.5511454343795776,KH05ZZK,0.5197778234556328
165,1.0,[2067.8726253585824 1338.0003866352977 2686.7573674304663 1874.8832608534117],[2286.585205078125 1678.2784423828125 2489.860107421875 1755.7943115234375],0.5310631394386292,AP05JEO,0.24664378524801736
166,1.0,[2066.1314953535857 1343.2371775622494 2684.278637958144 1881.647379639168],[2293.4306640625 1673.5067138671875 2494.568115234375 1757.7440185546875],0.5358542799949646,AP05JEO,0.3748208688524726
167,1.0,[2063.0581592475723 1349.3617302428581 2684.466291503129 1889.0980597533828],[2297.7802734375 1694.7412109375 2485.481689453125 1762.9827880859375],0.5232706069946289,AP05JEO,0.2873435744214072
170,8.0,[1008.2630653438795 1242.2297513585943 1563.3372176262892 1718.5613207324534],[1202.859619140625 1532.2130126953125 1365.7174072265625 1607.42724609375],0.5603968501091003,AN05ZZR,0.40249436307911834
170,1.0,[2079.935181193589 1360.4582348236272 2697.164063577207 1901.2683288989751],[2297.4501953125 1706.439697265625 2491.84716796875 1784.178955078125],0.4677738547325134,AP05JEO,0.29296555351955134
173,1.0,[2080.8618178822053 1379.092344935642 2703.9490268660375 1923.114059658671],[2312.691162109375 1723.6622314453125 2522.9482421875 1808.3477783203125],0.5472742319107056,AP05JED,0.1384253153446403
174,1.0,[2085.503631067945 1385.9880333486126 2708.227224528282 1930.7468629120322],[2304.652099609375 1735.651611328125 2510.787109375 1813.9412841796875],0.560419499874115,AP05JED,0.12427836054189155
175,1.0,[2083.6190753132064 1392.8185045591886 2708.3474956275636 1937.9022836872418],[2307.899658203125 1739.0152587890625 2519.319091796875 1820.279296875],0.5904133319854736,AP05JEQ,0.06739971202496596
176,1.0,[2077.5144476239 1399.1686471965686 2706.9734901617458 1945.303080576879],[2312.14599609375 1750.5589599609375 2522.575927734375 1817.3726806640625],0.4881111681461334,AP05JEO,0.32481702136307333
177,8.0,[997.5354258247596 1276.9432047448336 1557.2299036765164 1750.094194247934],[1183.1912841796875 1563.793212890625 1354.3282470703125 1643.029541015625],0.5722925066947937,KH05ZIK,0.7293905470399825
177,1.0,[2085.0778846656963 1406.6812212641094 2714.998015285312 1954.0365894312713],[2310.811767578125 1754.017578125 2514.64990234375 1835.4720458984375],0.514155387878418,AP05JEO,0.48061747145563294
178,8.0,[997.2309155295824 1279.3365509800478 1556.465873668274 1754.0623839411573],[1179.3187255859375 1574.0775146484375 1350.1107177734375 1648.5802001953125],0.5419207811355591,KH05ZIK,0.3059641221791329
178,1.0,[2087.7221035921707 1411.4462475251817 2721.3744388933605 1960.7132211667981],[2311.6455078125 1760.6451416015625 2523.233642578125 1838.4180908203125],0.53382408618927,AP05JEO,0.30579143975232
179,1.0,[2089.5580766227877 1416.142387634129 2728.3539287729272 1967.780857704701],[2313.450439453125 1764.838623046875 2531.06494140625 1851.43359375],0.6420320868492126,AP05JEO,0.3024849858010412
179,8.0,[993.4022582158406 1281.7184491445848 1553.7026786616434 1759.453729924395],[1177.874755859375 1580.4984130859375 1346.10986328125 1655.596923828125],0.5875198841094971,KN05ZZK,0.38614500857415585
180,8.0,[987.5294336406444 1285.0144677890876 1548.3527341793217 1767.8118317651174],[1172.17529296875 1588.475830078125 1351.7138671875 1656.52880859375],0.5717213153839111,KH05ZZN,0.2889498197408152
180,1.0,[2091.6249029028204 1421.543054248706 2732.2710411568432 1976.22011362778],[2326.619384765625 1777.5 2529.826904296875 1847.0830078125],0.480241060256958,AP05JED,0.23925113116098193
181,8.0,[985.6359209218065 1288.3662937810855 1546.9761889483354 1773.7221378906793],[1171.760009765625 1587.1627197265625 1350.69287109375 1662.4879150390625],0.616877019405365,KH05ZZK,0.1659618198592309
181,1.0,[2094.4613971032836 1426.6691765917712 2735.71406309425 1984.324325975222],[2326.151611328125 1777.025390625 2534.58349609375 1857.913330078125],0.5982139706611633,AP05JED,0.356773153341503
182,1.0,[2094.0139314904823 1429.2470037974067 2741.531646478604 1989.7838900596153],[2324.07958984375 1788.9100341796875 2532.102783203125 1860.9345703125],0.5975444912910461,AP05JED,0.25938518948744677
182,8.0,[984.313629380616 1295.8217925394038 1546.0477383031962 1782.5517032456496],[1168.87841796875 1597.1396484375 1346.5709228515625 1670.49462890625],0.5616446733474731,KK05ZZK,0.1797212113545625
183,8.0,[980.6803967959388 1301.9490823685876 1541.950308785904 1789.721316093511],[1172.8135986328125 1600.493408203125 1341.825439453125 1677.28857421875],0.5962972044944763,RH05ZZK,0.8731725263358918
183,1.0,[2090.060048077631 1433.9846143896125 2748.3318100361357 1995.9963059169263],[2322.61279296875 1796.94580078125 2522.719970703125 1871.876953125],0.5317931771278381,AP05JEO,0.4418553506519648
185,1.0,[2091.955868125854 1445.8044113492124 2758.915093164811 2009.7820017280578],[2328.05126953125 1812.834228515625 2541.11865234375 1891.352783203125],0.6253851652145386,AP05JEO,0.27679861897764735
186,8.0,[972.2132046519678 1312.4710345572992 1534.402207870597 1808.0278620908146],[1161.409423828125 1614.1019287109375 1340.4078369140625 1699.4539794921875],0.59698486328125,KH05ZZK,0.5218048263657232
186,1.0,[2092.36587215314 1452.8251842232528 2763.087821653524 2019.6676507645773],[2331.597900390625 1819.9449462890625 2534.553466796875 1892.5557861328125],0.5788573026657104,AP05JEO,0.16426630005730067
187,1.0,[2088.254410303579 1457.9483084456833 2762.2480150756473 2027.0565608776424],[2328.72314453125 1821.462646484375 2539.872314453125 1894.6546630859375],0.5739143490791321,AP05JEO,0.2628218896776341
188,1.0,[2092.557403439955 1466.2771679239681 2770.618476116447 2036.1548303628765],[2332.787109375 1834.9813232421875 2539.966796875 1911.90283203125],0.5415049195289612,AP05JEO,0.2605860783397338
189,8.0,[959.1585131339467 1328.5862312363295 1533.3377323474251 1830.2379673456896],[1157.4052734375 1640.4735107421875 1339.247314453125 1710.48095703125],0.5981922745704651,KH05ZZK,0.32068287200094
189,1.0,[2091.0995031692337 1474.7992584318438 2770.3093309134347 2045.6388873026178],[2342.815673828125 1834.56640625 2544.3017578125 1915.3536376953125],0.5761077404022217,AP05JEO,0.7247597615236782
190,8.0,[954.8614146718342 1333.8974957036412 1532.5683701804378 1836.756577424997],[1159.4405517578125 1638.984130859375 1338.692138671875 1716.472900390625],0.5898905992507935,KH05ZZK,0.24652751235032702
190,1.0,[2090.611168990373 1479.2190785324833 2774.3533176446026 2051.7369104885415],[2333.84716796875 1844.3939208984375 2536.66357421875 1920.22265625],0.5222535133361816,AP05JEO,0.43374582673023604
191,1.0,[2087.2142501148405 1487.6525376414443 2771.351687423716 2061.580057524501],[2338.998779296875 1850.8297119140625 2546.218505859375 1934.8428955078125],0.6325167417526245,AP05JEO,0.413714665907984
191,8.0,[951.9775564061451 1340.5885386967354 1532.2262874249827 1845.912202423707],[1155.774169921875 1646.9022216796875 1328.8780517578125 1725.8250732421875],0.6187825798988342,KH05ZZK,0.3762310725830202
192,1.0,[2087.7876822219514 1496.0388459027436 2774.566444858455 2071.4538095670305],[2341.88818359375 1861.9703369140625 2566.97900390625 1944.6787109375],0.6249051094055176,AP05JEO,0.25849642201132034
192,8.0,[945.4853632439717 1345.172071034604 1529.0275002345597 1850.719730099443],[1153.7039794921875 1652.1640625 1325.0965576171875 1730.468017578125],0.5980471968650818,KH05ZZK,0.24453884606316564
193,1.0,[2089.9414046801144 1501.6461306961671 2775.6835140638236 2078.403851213638],[2347.759033203125 1865.4471435546875 2569.720458984375 1948.95751953125],0.6027355194091797,AP05JEO,0.5896859300126753
194,8.0,[940.8507158923364 1352.9136160719622 1528.0102151042004 1860.5650408035976],[1134.275390625 1670.080078125 1324.75341796875 1741.634033203125],0.5593392252922058,KH05ZZK,0.3996903053032215
194,1.0,[2089.3048179629272 1506.1423745727402 2778.46201169007 2084.666901866851],[2349.172119140625 1879.7369384765625 2551.7958984375 1953.90234375],0.5181089043617249,AP05JEQ,0.5170321742141563
195,1.0,[2093.833131666189 1511.7585005133542 2784.610751145394 2091.8412056994903],[2354.066162109375 1887.09521484375 2569.27001953125 1961.1767578125],0.60927414894104,AP05JEO,0.41152814775239943
196,8.0,[937.0014202783389 1363.6869670352241 1524.8554506639955 1872.1481272383232],[1128.61376953125 1679.3375244140625 1319.419189453125 1752.1563720703125],0.5924420356750488,KH05ZZK,0.541404011939005
196,1.0,[2094.333917418936 1516.9425278502868 2784.4420981420353 2097.522149820027],[2350.629150390625 1887.5877685546875 2573.84716796875 1966.1136474609375],0.5799218416213989,AP05JEO,0.3464855114453479
197,8.0,[934.1604709533902 1370.0662186645357 1525.1335896100004 1881.5297741444263],[1123.8370361328125 1684.9541015625 1317.00048828125 1761.306884765625],0.6120033264160156,KH05ZIK,0.46888685533989943
197,1.0,[2096.623853244906 1521.9418688938008 2791.6284290535623 2104.911358163232],[2356.345703125 1896.5233154296875 2584.59326171875 1976.9681396484375],0.5510051250457764,AP05JEO,0.2170566456120814
198,1.0,[2098.029755967018 1529.7801007959629 2802.67582217374 2115.610381761445],[2354.197998046875 1905.3336181640625 2582.830810546875 1992.1929931640625],0.6242965459823608,AP05JEO,0.5316277433566403
198,8.0,[932.9768974005337 1375.255301535401 1526.1168753624174 1889.839806618013],[1122.9173583984375 1690.4000244140625 1311.8946533203125 1772.4510498046875],0.6067269444465637,KI05ZTK,0.24731674728927844
199,1.0,[2099.2706368723025 1535.506805564923 2809.0350528092627 2122.908815654375],[2354.619384765625 1908.1571044921875 2586.756591796875 1998.5108642578125],0.6424912810325623,AP05JEO,0.24673900334776097
199,8.0,[929.96583964518 1377.7200749307397 1525.3297304148573 1895.5337323133251],[1117.8651123046875 1693.8768310546875 1306.8092041015625 1777.4373779296875],0.6162388324737549,RM05ZZK,0.5346141073543416
200,1.0,[2101.951375904023 1541.3444042283654 2818.148981715928 2130.557628478121],[2365.01220703125 1920.2083740234375 2585.677001953125 2005.8980712890625],0.6027635335922241,AP05JEO,0.3190892079817518
200,8.0,[926.2910474894874 1384.1119866246436 1523.618721114643 1903.6571742762098],[1117.941650390625 1704.853271484375 1305.167236328125 1785.324462890625],0.5853954553604126,KN05ZZK,0.22480766978153183
201,1.0,[2101.17282836452 1547.8307656550403 2820.5920332134774 2137.67808598577],[2361.08203125 1927.4769287109375 2579.31298828125 2010.4134521484375],0.6242754459381104,AP05JEO,0.21328596515584763
201,8.0,[921.9517914110136 1392.481004416505 1522.524037755645 1913.9587319011582],[1118.2069091796875 1710.5855712890625 1295.7998046875 1791.4090576171875],0.5910556316375732,KA05ZZK,0.524212419825785
202,1.0,[2102.6495761197307 1552.3736496260417 2825.2657549978644 2142.1711362020383],[2359.597412109375 1931.631591796875 2580.482666015625 2018.794921875],0.6198013424873352,AP05JEQ,0.16736992170416723
202,8.0,[917.1545838637901 1397.47742589491 1519.963042369203 1919.4435312333217],[1106.9688720703125 1718.215576171875 1297.685791015625 1795.4564208984375],0.5557613968849182,KR05ZZK,0.19989528878463042
203,1.0,[2102.7274528845464 1559.914737313804 2830.7432418372373 2147.466797484722],[2371.90576171875 1943.5203857421875 2586.9931640625 2029.996337890625],0.6242964863777161,AP05JEQ,0.2722997717316923
203,8.0,[914.2884873941318 1403.1232166689158 1518.7630865854405 1926.110594528075],[1108.2454833984375 1725.4970703125 1298.379638671875 1801.1800537109375],0.5790785551071167,KH05ZZK,0.47382245261500244
204,8.0,[908.0531661463384 1409.4535824121285 1516.983177782607 1934.1227146883534],[1110.2095947265625 1733.76611328125 1293.7083740234375 1804.99560546875],0.5906103253364563,KH05ZZK,0.42259200353330495
205,8.0,[898.4171505062159 1413.2419688711514 1514.9510643973167 1939.5244862604188],[1110.8792724609375 1736.0848388671875 1293.2586669921875 1812.0399169921875],0.6164996027946472,KH05ZZK,0.3262224212593595
205,1.0,[2105.5898085613026 1570.4473898022663 2841.0940054737457 2153.4915315905073],[2378.505859375 1955.425048828125 2611.150634765625 2039.105712890625],0.6123591661453247,AP05JEO,0.17930951053494312
206,8.0,[888.2760239811886 1417.4287836513772 1512.8267821085483 1944.353044194395],[1105.6702880859375 1739.4757080078125 1289.2255859375 1815.9771728515625],0.6217185854911804,KH05ZZK,0.673950845961883
206,1.0,[2103.6665873899983 1578.3101535306491 2843.711573713841 2156.5879935688836],[2379.291259765625 1968.0897216796875 2600.67236328125 2056.30517578125],0.6114335656166077,AP05JEO,0.25880690067200707
207,1.0,[2103.4438863225314 1585.39660781236 2849.5749775739478 2157.7835164736007],[2384.122802734375 1978.450927734375 2618.553955078125 2059.541748046875],0.6179203987121582,AP05JEO,0.3641417488667316
208,8.0,[874.143996483283 1425.2885024543084 1509.0282133046808 1957.0486771991477],[1100.0123291015625 1749.7340087890625 1281.3665771484375 1830.283935546875],0.6043015122413635,KH05ZZK,0.5535932788693604
208,1.0,[2101.430777822907 1591.5953755913845 2852.4932427762437 2158.15967240961],[2382.4169921875 1985.90673828125 2599.097412109375 2067.04296875],0.5655023455619812,AP05JEQ,0.3920659771571873
209,8.0,[876.2799576704483 1430.5579230542282 1510.1938943501568 1965.1154618695766],[1083.8604736328125 1766.2559814453125 1278.0343017578125 1840.42578125],0.5901671648025513,KH05ZZK,0.45709609609856305
209,1.0,[2110.1741177884087 1595.8401631397833 2860.305891831871 2156.1194797653443],[2372.079345703125 1996.973876953125 2611.024658203125 2079.62109375],0.577314019203186,AP05JEQ,0.2684427368309179
210,1.0,[2109.4821887883422 1601.4093068443126 2862.20996862084 2154.3716106334746],[2384.53076171875 2005.5853271484375 2610.9208984375 2085.70703125],0.6556293964385986,AP05JEO,0.29988275772924333
211,1.0,[2110.598091467129 1607.8403185623963 2865.1793337075296 2151.5022770269998],[2381.56591796875 2011.7398681640625 2614.4599609375 2106.18115234375],0.32180988788604736,AP05JEO,0.4718082553657441
212,1.0,[2109.012012362848 1612.9155001346153 2862.9223306515046 2154.0489053826464],[2392.3525390625 2015.2880859375 2629.89404296875 2106.5947265625],0.32691848278045654,AP05JEO,0.4251155988712429
213,1.0,[2113.494417437856 1621.3352499703572 2869.1552297879216 2156.3470958482994],[2400.08251953125 2034.1029052734375 2625.461181640625 2118.64697265625],0.6047775745391846,AP05JEO,0.4271331856387039
214,1.0,[2115.831597499051 1627.9678675183604 2869.4472462182994 2157.9325231578036],[2399.90478515625 2036.8447265625 2631.090087890625 2118.83642578125],0.5958801507949829,AP05JEO,0.25144107295883794
215,1.0,[2112.3163869281675 1635.0716384082411 2865.8862079868527 2159.5861712057153],[2395.286376953125 2049.6142578125 2642.575927734375 2132.933837890625],0.5570383071899414,AP05JEO,0.35241427070060216
